Parent_Fund_Code,Master_Fund_Code,Trade_Date,Currency,Trans_Type,Amount
="7154 ",="7254",20250409,CDD,RT ,14056.49
="7154 ",="7254",20250410,CDD,RT ,885.04
="7154 ",="7354",20250410,CDD,RT ,247.58
="7155 ",="7155",20250410,CDD,RT ,2000
="7155 ",="7255",20250410,CDD,PT ,25
="7155 ",="7255",20250410,CDD,RT ,969.52
="7158 ",="7158",20250409,CDD,RT ,1376
="7158 ",="7158",20250410,CDD,RT ,868.19
="7158 ",="7158",20250409,CDD,WSR,1376
="7158 ",="7258",20250409,CDD,PT ,14288
="7158 ",="7258",20250409,CDD,RT ,14888
="7158 ",="7258",20250410,CDD,RT ,1137.67
="7158 ",="7258",20250409,CDD,WSR,600
="7158 ",="7358",20250410,CDD,RT ,69.94
="7159 ",="7159",20250410,CDD,PT ,50
="7159 ",="7159",20250410,CDD,RT ,1993.79
="7159 ",="7259",20250410,CDD,RT ,1098.83
="7159 ",="7359",20250410,CDD,PT ,80
="7159 ",="7359",20250410,CDD,RT ,528.73
="7160 ",="7160",20250410,CDD,PT ,50
="7160 ",="7160",20250410,CDD,RT ,204.52
="7160 ",="7260",20250410,CDD,RT ,244.06
="7161 ",="7161",20250410,CDD,PT ,25
="7161 ",="7161",20250410,CDD,RT ,186.72
="7161 ",="7261",20250410,CDD,RT ,2118.29
="7161 ",="7361",20250410,CDD,RT ,263.61
="7162 ",="7262",20250410,CDD,RT ,214.78
="7163 ",="7163",20250410,CDD,RT ,99.9
="7164 ",="7164",20250410,CDD,PT ,80
="7164 ",="7164",20250410,CDD,RT ,367.63
="7164 ",="7264",20250410,CDD,PT ,440385.98
="7164 ",="7264",20250410,CDD,RT ,440769.61
="7164 ",="7364",20250410,CDD,PT ,200
="7164 ",="7364",20250410,CDD,RT ,2448.29
="7165 ",="7165",20250410,CDD,RT ,20.64
="7165 ",="7265",20250410,CDD,RT ,803.32
="7166 ",="7166",20250410,CDD,PT ,30
="7166 ",="7166",20250410,CDD,RT ,14619.38
="7166 ",="7266",20250410,CDD,PT ,25
="7166 ",="7266",20250410,CDD,RT ,58682.5
="7166 ",="7366",20250410,CDD,RT ,5426.01
="7167 ",="7167",20250410,CDD,PT ,230
="7167 ",="7167",20250410,CDD,RT ,1201.81
="7167 ",="7267",20250410,CDD,PT ,83
="7167 ",="7267",20250410,CDD,RT ,35501.65
="7167 ",="7367",20250410,CDD,RT ,359.96
="7168 ",="7168",20250410,CDD,PT ,140
="7168 ",="7168",20250410,CDD,RT ,34105.49
="7168 ",="7268",20250410,CDD,PT ,640
="7168 ",="7268",20250409,CDD,RT ,5000
="7168 ",="7268",20250410,CDD,RT ,7736.1
="7168 ",="7268",20250409,CDD,WSR,5000
="7168 ",="7319",20250410,CDD,RT ,868.86
="7168 ",="7368",20250410,CDD,RT ,11640.87
="7169 ",="7269",20250410,CDD,PT ,25
="7169 ",="7269",20250410,CDD,RT ,156.07
="7169 ",="7369",20250410,CDD,RT ,61.45
="7170 ",="7170",20250410,CDD,RT ,680.25
="7170 ",="7270",20250410,CDD,PT ,202.19
="7170 ",="7270",20250410,CDD,RT ,2769.36
="7170 ",="7370",20250410,CDD,RT ,531.3
="7171 ",="7171",20250410,CDD,RT ,158.68
="7173 ",="7173",20250410,CDD,PT ,381.46
="7173 ",="7173",20250410,CDD,RT ,5012.8
="7173 ",="7273",20250410,CDD,PT ,392.05
="7173 ",="7273",20250410,CDD,RT ,57216.12
="7173 ",="7373",20250410,CDD,PT ,50
="7173 ",="7373",20250409,CDD,RT ,1190
="7173 ",="7373",20250410,CDD,RT ,8019.25
="7173 ",="7373",20250409,CDD,WSR,1190
="7174 ",="7174",20250410,CDD,PT ,151.46
="7174 ",="7174",20250410,CDD,RT ,1638.07
="7174 ",="7274",20250409,CDD,PT ,21512.44
="7174 ",="7274",20250410,CDD,PT ,145.05
="7174 ",="7274",20250409,CDD,RT ,21512.44
="7174 ",="7274",20250410,CDD,RT ,18248.01
="7174 ",="7374",20250409,CDD,RT ,800
="7174 ",="7374",20250410,CDD,RT ,1008.22
="7174 ",="7374",20250409,CDD,WSR,800
="7176 ",="7176",20250410,CDD,PT ,135
="7176 ",="7176",20250409,CDD,RT ,5449.07
="7176 ",="7176",20250410,CDD,RT ,39682.16
="7176 ",="7176",20250409,CDD,WSR,5449.07
="7176 ",="7276",20250409,CDD,PT ,23474.82
="7176 ",="7276",20250410,CDD,PT ,134
="7176 ",="7276",20250409,CDD,RT ,27479.18
="7176 ",="7276",20250410,CDD,RT ,47451.41
="7176 ",="7276",20250409,CDD,WSR,4004.36
="7176 ",="7327",20250410,CDD,RT ,969.19
="7176 ",="7376",20250410,CDD,PT ,100
="7176 ",="7376",20250409,CDD,RT ,800
="7176 ",="7376",20250410,CDD,RT ,107044.69
="7176 ",="7376",20250409,CDD,WSR,800
="7178 ",="7178",20250410,CDD,PT ,50
="7178 ",="7178",20250410,CDD,RT ,17495.12
="7178 ",="7278",20250410,CDD,PT ,17500.3
="7178 ",="7278",20250409,CDD,RT ,839.28
="7178 ",="7278",20250410,CDD,RT ,47139.6
="7178 ",="7278",20250409,CDD,WSR,839.28
="7178 ",="7329",20250410,CDD,RT ,10621.92
="7178 ",="7378",20250410,CDD,PT ,100
="7178 ",="7378",20250410,CDD,RT ,8227.29
="7179 ",="7179",20250409,CDD,RT ,1341
="7179 ",="7179",20250410,CDD,RT ,1573.99
="7179 ",="7179",20250409,CDD,WSR,1341
="7179 ",="7279",20250410,CDD,PT ,19331.36
="7179 ",="7279",20250410,CDD,RT ,28172.87
="7179 ",="7330",20250410,CDD,RT ,2329.53
="7179 ",="7379",20250410,CDD,PT ,83
="7179 ",="7379",20250409,CDD,RT ,223.79
="7179 ",="7379",20250410,CDD,RT ,2176.28
="7180 ",="7180",20250410,CDD,PT ,50
="7180 ",="7180",20250410,CDD,RT ,18389.43
="7180 ",="7280",20250410,CDD,PT ,227.19
="7180 ",="7280",20250409,CDD,RT ,4222.94
="7180 ",="7280",20250410,CDD,RT ,24842.64
="7180 ",="7280",20250409,CDD,WSR,4222.94
="7180 ",="7331",20250410,CDD,RT ,2848.52
="7180 ",="7380",20250410,CDD,RT ,6790.9
="7181 ",="7181",20250410,CDD,PT ,250
="7181 ",="7181",20250409,CDD,RT ,301.25
="7181 ",="7181",20250410,CDD,RT ,9970.56
="7181 ",="7181",20250409,CDD,WSR,301.25
="7181 ",="7281",20250410,CDD,PT ,629
="7181 ",="7281",20250409,CDD,RT ,2208.56
="7181 ",="7281",20250410,CDD,RT ,11660.8
="7181 ",="7281",20250409,CDD,WSR,2208.56
="7181 ",="7332",20250410,CDD,RT ,3542.77
="7181 ",="7381",20250410,CDD,RT ,6787.81
="7182 ",="7182",20250410,CDD,PT ,50
="7182 ",="7182",20250410,CDD,RT ,3479.69
="7182 ",="7282",20250410,CDD,PT ,120870.66
="7182 ",="7282",20250401,CDD,RT ,-126.32
="7182 ",="7282",20250410,CDD,RT ,172747.77
="7182 ",="7382",20250410,CDD,RT ,985.24
="7183 ",="7183",20250410,CDD,RT ,309.4
="7183 ",="7283",20250409,CDD,PT ,39295.33
="7183 ",="7283",20250410,CDD,PT ,7496.41
="7183 ",="7283",20250409,CDD,RT ,40289.7
="7183 ",="7283",20250410,CDD,RT ,10693.66
="7183 ",="7283",20250409,CDD,WSR,994.37
="7184 ",="7184",20250410,CDD,RT ,913.26
="7184 ",="7284",20250410,CDD,PT ,100
="7184 ",="7284",20250410,CDD,RT ,368.2
="7184 ",="7384",20250409,CDD,RT ,18732.45
="7185 ",="7185",20250410,CDD,PT ,27982.81
="7185 ",="7185",20250409,CDD,RT ,804.11
="7185 ",="7185",20250410,CDD,RT ,28997.38
="7185 ",="7185",20250409,CDD,WSR,804.11
="7185 ",="7285",20250409,CDD,RT ,145.15
="7185 ",="7285",20250410,CDD,RT ,8887.72
="7185 ",="7285",20250409,CDD,WSR,145.15
="7185 ",="7385",20250410,CDD,RT ,4558.13
="7186 ",="7186",20250410,CDD,RT ,105.95
="7186 ",="7286",20250410,CDD,RT ,779.61
="7188 ",="7188",20250410,CDD,RT ,2471.51
="7188 ",="7288",20250410,CDD,PT ,87.5
="7188 ",="7288",20250409,CDD,RT ,145.15
="7188 ",="7288",20250410,CDD,RT ,6668.77
="7188 ",="7288",20250409,CDD,WSR,145.15
="7188 ",="7388",20250410,CDD,PT ,134.62
="7188 ",="7388",20250410,CDD,RT ,4136.3
="7189 ",="7189",20250410,CDD,PT ,135
="7189 ",="7189",20250410,CDD,RT ,3464.45
="7189 ",="7289",20250410,CDD,PT ,58228.35
="7189 ",="7289",20250409,CDD,RT ,12756.99
="7189 ",="7289",20250410,CDD,RT ,82274.67
="7189 ",="7289",20250409,CDD,WSR,12756.99
="7189 ",="7340",20250410,CDD,RT ,2606.57
="7189 ",="7389",20250410,CDD,PT ,68
="7189 ",="7389",20250410,CDD,RT ,5551.44
="7190 ",="7190",20250410,CDD,PT ,119195.36
="7190 ",="7190",20250410,CDD,RT ,13676.31
="7190 ",="7290",20250409,CDD,PT ,3137.15
="7190 ",="7290",20250410,CDD,PT ,378778.96
="7190 ",="7290",20250409,CDD,RT ,3137.15
="7190 ",="7290",20250410,CDD,RT ,742682.21
="7190 ",="7390",20250410,CDD,PT ,300
="7190 ",="7390",20250409,CDD,RT ,17035.46
="7190 ",="7390",20250410,CDD,RT ,21941.45
="7191 ",="7191",20250410,CDD,PT ,80
="7191 ",="7291",20250410,CDD,RT ,1928.12
="7191 ",="7391",20250410,CDD,RT ,2011.39
="7192 ",="7192",20250410,CDD,PT ,4911.75
="7192 ",="7192",20250410,CDD,RT ,5096.43
="7192 ",="7292",20250410,CDD,PT ,96.7
="7192 ",="7292",20250410,CDD,RT ,274.98
="7193 ",="7193",20250410,CDD,PT ,18632.67
="7193 ",="7193",20250410,CDD,RT ,19045.62
="7193 ",="7293",20250410,CDD,RT ,241.46
="7193 ",="7393",20250410,CDD,RT ,153.14
="7194 ",="7294",20250410,CDD,PT ,69
="7194 ",="7294",20250409,CDD,RT ,10000
="7194 ",="7294",20250410,CDD,RT ,95266.73
="7194 ",="7294",20250409,CDD,WSR,10000
="7194 ",="7394",20250410,CDD,RT ,622.66
="7195 ",="7195",20250410,CDD,RT ,277.67
="7195 ",="7295",20250410,CDD,RT ,525.18
="7195 ",="7395",20250410,CDD,RT ,344.68
="7196 ",="7196",20250410,CDD,RT ,913.87
="7196 ",="7296",20250410,CDD,PT ,60557.82
="7196 ",="7296",20250410,CDD,RT ,3601.14
="7196 ",="7396",20250410,CDD,RT ,1006.72
="7197 ",="7197",20250410,CDD,PT ,80
="7197 ",="7197",20250410,CDD,RT ,96.78
="7197 ",="7297",20250410,CDD,RT ,127.72
="7198 ",="7198",20250410,CDD,PT ,35119.09
="7198 ",="7198",20250410,CDD,RT ,35612.13
="7198 ",="7298",20250410,CDD,PT ,165
="7198 ",="7298",20250410,CDD,RT ,1812.78
="7198 ",="7398",20250410,CDD,RT ,1166.88
="7420 ",="16169",20250409,CDD,RT ,401.67
="7420 ",="16169",20250410,CDD,RT ,461.1
="7420 ",="16169",20250409,CDD,WSR,401.67
="7420 ",="18169",20250410,CDD,PT ,50
="7420 ",="18169",20250409,CDD,RT ,1712.68
="7420 ",="18169",20250409,CDD,WSR,1712.68
="7420 ",="7420",20250409,CDD,PT ,22970.21
="7420 ",="7420",20250410,CDD,PT ,155560.44
="7420 ",="7420",20250409,CDD,RT ,347958.74
="7420 ",="7420",20250410,CDD,RT ,310220.54
="7420 ",="7420",20250409,CDD,WSP,15425
="7420 ",="7420",20250409,CDD,WSR,335594.17
="7420 ",="7426",20250410,CDD,FEE,-13.52
="7420 ",="7426",20250409,CDD,PT ,8000
="7420 ",="7426",20250410,CDD,PT ,64510.73
="7420 ",="7426",20250409,CDD,RT ,154542.33
="7420 ",="7426",20250410,CDD,RT ,63027.54
="7420 ",="7426",20250409,CDD,WSP,8000
="7420 ",="7426",20250409,CDD,WSR,154542.33
="7420 ",="7986",20250409,CDD,RT ,10457.96
="7420 ",="7986",20250410,CDD,RT ,1617.71
="7420 ",="7986",20250409,CDD,WSR,8911.72
="7500 ",="16172",20250409,CDD,PT ,1482.04
="7500 ",="16172",20250409,CDD,RT ,944.18
="7500 ",="16172",20250410,CDD,RT ,372.86
="7500 ",="16172",20250409,CDD,WSP,1482.04
="7500 ",="16172",20250409,CDD,WSR,944.18
="7500 ",="18172",20250409,CDD,RT ,6352.64
="7500 ",="18172",20250409,CDD,WSR,6352.64
="7500 ",="7500",20250409,CDD,PT ,4666.95
="7500 ",="7500",20250410,CDD,PT ,68633.18
="7500 ",="7500",20250409,CDD,RT ,81334.32
="7500 ",="7500",20250410,CDD,RT ,67511.18
="7500 ",="7500",20250409,CDD,WSP,4100
="7500 ",="7500",20250409,CDD,WSR,80834.32
="7500 ",="7506",20250409,CDD,PT ,36536.09
="7500 ",="7506",20250410,CDD,PT ,166
="7500 ",="7506",20250409,CDD,RT ,137366.21
="7500 ",="7506",20250410,CDD,RT ,357
="7500 ",="7506",20250409,CDD,WSP,36536.09
="7500 ",="7506",20250409,CDD,WSR,137366.21
="7500 ",="7968",20250409,CDD,PT ,23010
="7500 ",="7968",20250409,CDD,RT ,313409.55
="7500 ",="7968",20250410,CDD,RT ,1150.88
="7500 ",="7968",20250409,CDD,WSP,23010
="7500 ",="7968",20250409,CDD,WSR,243619.29
="7701 ",="7347",20250410,CDD,RT ,2058.67
="7701 ",="7501",20250410,CDD,PT ,149
="7701 ",="7501",20250410,CDD,RT ,17179.84
="7701 ",="7601",20250410,CDD,PT ,440
="7701 ",="7601",20250409,CDD,RT ,214.42
="7701 ",="7601",20250410,CDD,RT ,212602.12
="7701 ",="7601",20250409,CDD,WSR,214.42
="7701 ",="7701",20250410,CDD,PT ,120
="7701 ",="7701",20250409,CDD,RT ,449.06
="7701 ",="7701",20250410,CDD,RT ,2072.55
="7701 ",="7701",20250409,CDD,WSR,449.06
="7702 ",="7602",20250410,CDD,RT ,1278.71
="7707 ",="7507",20250410,CDD,PT ,200
="7707 ",="7507",20250410,CDD,RT ,91981.64
="7707 ",="7607",20250409,CDD,PT ,21179.52
="7707 ",="7607",20250409,CDD,RT ,24097.55
="7707 ",="7607",20250410,CDD,RT ,27522.82
="7707 ",="7607",20250409,CDD,WSR,2918.03
="7707 ",="7707",20250409,CDD,RT ,343.92
="7707 ",="7707",20250410,CDD,RT ,23432.5
="7707 ",="7707",20250409,CDD,WSR,343.92
="7708 ",="7342",20250410,CDD,RT ,1290.09
="7708 ",="7508",20250410,CDD,RT ,412.36
="7708 ",="7608",20250409,CDD,RT ,210
="7708 ",="7608",20250410,CDD,RT ,838.2
="7708 ",="7608",20250409,CDD,WSR,210
="7708 ",="7708",20250410,CDD,RT ,223.92
="7709 ",="7343",20250410,CDD,RT ,1142.34
="7709 ",="7509",20250410,CDD,RT ,398.64
="7709 ",="7609",20250410,CDD,PT ,105
="7709 ",="7609",20250409,CDD,RT ,475
="7709 ",="7609",20250410,CDD,RT ,3261.35
="7709 ",="7609",20250409,CDD,WSR,475
="7709 ",="7709",20250410,CDD,PT ,80
="7709 ",="7709",20250410,CDD,RT ,180.53
="7710 ",="16050",20250409,CDD,RT ,2435.43
="7710 ",="16050",20250410,CDD,RT ,1130.11
="7710 ",="16050",20250409,CDD,WSR,2435.43
="7710 ",="18050",20250409,CDD,RT ,1762.09
="7710 ",="18050",20250410,CDD,RT ,3501.22
="7710 ",="18050",20250409,CDD,WSR,1762.09
="7710 ",="413T5",20250409,CDD,RT ,800
="7710 ",="413T5",20250409,CDD,WSR,800
="7710 ",="613T8",20250409,CDD,RT ,498
="7710 ",="613T8",20250409,CDD,WSR,498
="7710 ",="7710",20221216,CDD,DR ,1834.38
="7710 ",="7710",20241220,CDD,DR ,4391.69
="7710 ",="7710",20220923,CDD,PT ,14.29
="7710 ",="7710",20221213,CDD,PT ,13.37
="7710 ",="7710",20230324,CDD,PT ,17.63
="7710 ",="7710",20230512,CDD,PT ,41497.36
="7710 ",="7710",20230623,CDD,PT ,4.83
="7710 ",="7710",20230922,CDD,PT ,31.86
="7710 ",="7710",20231213,CDD,PT ,28.57
="7710 ",="7710",20240322,CDD,PT ,35.5
="7710 ",="7710",20240621,CDD,PT ,33.3
="7710 ",="7710",20240927,CDD,PT ,37.7
="7710 ",="7710",20241212,CDD,PT ,30.03
="7710 ",="7710",20250228,CDD,PT ,5000
="7710 ",="7710",20250328,CDD,PT ,41.58
="7710 ",="7710",20250331,CDD,PT ,-5000
="7710 ",="7710",20250404,CDD,PT ,-1.82
="7710 ",="7710",20250407,CDD,PT ,-30
="7710 ",="7710",20250409,CDD,PT ,146598.38
="7710 ",="7710",20250410,CDD,PT ,585255.12
="7710 ",="7710",20230512,CDD,RT ,41488.14
="7710 ",="7710",20240105,CDD,RT ,4296.95
="7710 ",="7710",20240521,CDD,RT ,884.67
="7710 ",="7710",20240919,CDD,RT ,1744.11
="7710 ",="7710",20250117,CDD,RT ,3863.99
="7710 ",="7710",20250203,CDD,RT ,0
="7710 ",="7710",20250404,CDD,RT ,-65471.42
="7710 ",="7710",20250408,CDD,RT ,3611.26
="7710 ",="7710",20250409,CDD,RT ,306958.75
="7710 ",="7710",20250410,CDD,RT ,991533
="7710 ",="7710",20250409,CDD,WSP,116214.41
="7710 ",="7710",20250408,CDD,WSR,3611.26
="7710 ",="7710",20250409,CDD,WSR,306958.75
="7710 ",="7716",20250408,CDD,PT ,7317.13
="7710 ",="7716",20250409,CDD,PT ,435
="7710 ",="7716",20250410,CDD,PT ,85144.55
="7710 ",="7716",20250409,CDD,RT ,33902.67
="7710 ",="7716",20250410,CDD,RT ,2220
="7710 ",="7716",20250409,CDD,WSP,435
="7710 ",="7716",20250409,CDD,WSR,33902.67
="7710 ",="7967",20250410,CDD,PT ,17171.87
="7710 ",="7967",20250409,CDD,RT ,932494.25
="7710 ",="7967",20250410,CDD,RT ,20156.33
="7710 ",="7967",20250409,CDD,WSR,353553.25
="7710 ",="90150",20250409,CDD,RT ,177687.94
="7710 ",="90150",20250409,CDD,WSR,177687.94
="7711 ",="7511",20250410,CDD,RT ,837.02
="7711 ",="7611",20250410,CDD,PT ,330
="7711 ",="7611",20250409,CDD,RT ,1300
="7711 ",="7611",20250410,CDD,RT ,1361.37
="7711 ",="7611",20250409,CDD,WSR,1300
="7711 ",="7711",20250410,CDD,RT ,237.65
="7714 ",="7464",20250410,CDD,RT ,969.2
="7714 ",="7514",20250410,CDD,PT ,122100.6
="7714 ",="7514",20250409,CDD,RT ,3945.56
="7714 ",="7514",20250410,CDD,RT ,139754.81
="7714 ",="7514",20250409,CDD,WSR,3945.56
="7714 ",="7614",20250410,CDD,PT ,404.38
="7714 ",="7614",20250409,CDD,RT ,1963.85
="7714 ",="7614",20250410,CDD,RT ,32406.29
="7714 ",="7614",20250409,CDD,WSR,1963.85
="7714 ",="7714",20250410,CDD,RT ,1366.23
="7723 ",="7523",20250410,CDD,RT ,1681.86
="7723 ",="7623",20250410,CDD,PT ,377.19
="7723 ",="7623",20250410,CDD,RT ,748.21
="7723 ",="7723",20250410,CDD,RT ,762.44
="7724 ",="7524",20250409,CDD,RT ,1367.82
="7724 ",="7524",20250410,CDD,RT ,92.93
="7724 ",="7524",20250409,CDD,WSR,1367.82
="7724 ",="7624",20250409,CDD,RT ,1000
="7724 ",="7624",20250410,CDD,RT ,51040.65
="7724 ",="7624",20250409,CDD,WSR,1000
="7724 ",="7724",20250410,CDD,RT ,19.51
="7740 ",="15055",20250409,CDD,RT ,22061.71
="7740 ",="15055",20250410,CDD,RT ,48630
="7740 ",="15055",20250409,CDD,WSR,22061.71
="7740 ",="16055",20250409,CDD,PT ,500
="7740 ",="16055",20250409,CDD,RT ,9463.09
="7740 ",="16055",20250410,CDD,RT ,9951.99
="7740 ",="16055",20250409,CDD,WSP,500
="7740 ",="16055",20250409,CDD,WSR,9463.09
="7740 ",="18055",20250410,CDD,PT ,700
="7740 ",="18055",20250409,CDD,RT ,62466.6
="7740 ",="18055",20250410,CDD,RT ,5274.84
="7740 ",="18055",20250409,CDD,WSR,62466.6
="7740 ",="2932",20250409,CDD,RT ,110.38
="7740 ",="2932",20250409,CDD,WSR,110.38
="7740 ",="7740",20250221,CDD,DR ,32.91
="7740 ",="7740",20250328,CDD,DR ,33.04
="7740 ",="7740",20250328,CDD,PT ,3.38
="7740 ",="7740",20250409,CDD,PT ,37450.58
="7740 ",="7740",20250410,CDD,PT ,413375.21
="7740 ",="7740",20250214,CDD,RT ,-8823.37
="7740 ",="7740",20250409,CDD,RT ,488260.21
="7740 ",="7740",20250410,CDD,RT ,325055.85
="7740 ",="7740",20250409,CDD,WSP,32518.5
="7740 ",="7740",20250409,CDD,WSR,482460.21
="7740 ",="7746",20250409,CDD,PT ,15822.55
="7740 ",="7746",20250410,CDD,PT ,36963.55
="7740 ",="7746",20250409,CDD,RT ,239366.94
="7740 ",="7746",20250410,CDD,RT ,34821.61
="7740 ",="7746",20250409,CDD,WSP,15822.55
="7740 ",="7746",20250409,CDD,WSR,239366.94
="7740 ",="7991",20250409,CDD,PT ,99370.1
="7740 ",="7991",20250410,CDD,PT ,95643.42
="7740 ",="7991",20250409,CDD,RT ,44491.73
="7740 ",="7991",20250409,CDD,WSP,50984.4
="7740 ",="90155",20250409,CDD,RT ,5069.29
="7740 ",="90155",20250409,CDD,WSR,5069.29
="7770 ",="16053",20250410,CDD,PT ,250
="7770 ",="16053",20250409,CDD,RT ,525.94
="7770 ",="16053",20250410,CDD,RT ,5704.15
="7770 ",="16053",20250409,CDD,WSR,525.94
="7770 ",="18053",20250409,CDD,RT ,1890.09
="7770 ",="18053",20250410,CDD,RT ,1170
="7770 ",="18053",20250409,CDD,WSR,1890.09
="7770 ",="2930",20250409,CDD,RT ,66918.03
="7770 ",="2930",20250409,CDD,WSR,66918.03
="7770 ",="7770",20250409,CDD,PT ,9391.95
="7770 ",="7770",20250410,CDD,PT ,129614.09
="7770 ",="7770",20250409,CDD,RT ,161271.38
="7770 ",="7770",20250410,CDD,RT ,1017659.99
="7770 ",="7770",20250409,CDD,WSP,7000
="7770 ",="7770",20250409,CDD,WSR,161271.38
="7770 ",="7776",20250410,CDD,PT ,150
="7770 ",="7776",20250409,CDD,RT ,25018.8
="7770 ",="7776",20250410,CDD,RT ,1671.12
="7770 ",="7776",20250409,CDD,WSR,25018.8
="7770 ",="7992",20250409,CDD,PT ,106242.78
="7770 ",="7992",20250410,CDD,PT ,22879.86
="7770 ",="7992",20250409,CDD,RT ,35248.58
="7770 ",="7992",20250410,CDD,RT ,10081.55
="7770 ",="7992",20250409,CDD,WSP,106242.78
="8101 ",="8501",20250410,CDD,RT ,717.43
="8103 ",="8503",20250410,CDD,RT ,31.27
="8105 ",="8505",20250410,CDD,PT ,25
="8105 ",="8505",20250410,CDD,RT ,21.86
="8106 ",="8006",20250410,CDD,PT ,20
="8106 ",="8306",20250410,CDD,PT ,31.25
="8106 ",="8306",20250410,CDD,RT ,320.82
="8106 ",="8506",20250410,CDD,RT ,1034.19
="8109 ",="8509",20250410,CDD,RT ,112.5
="8110 ",="8510",20250410,CDD,PT ,175
="8110 ",="8510",20250410,CDD,RT ,167
="8111 ",="8511",20250410,CDD,RT ,9.62
="8112 ",="8512",20250410,CDD,RT ,880.56
="8114 ",="8014",20250410,CDD,PT ,10
="8114 ",="8074",20250410,CDD,RT ,30.8
="8115 ",="8515",20250410,CDD,RT ,3.96
="8117 ",="8077",20250410,CDD,RT ,12.23
="8117 ",="8317",20250410,CDD,RT ,735.78
="8117 ",="8517",20250410,CDD,RT ,7.13
="8118 ",="8078",20250410,CDD,RT ,16.25
="8121 ",="8321",20250410,CDD,RT ,827.72
="8122 ",="8022",20250410,CDD,PT ,40
="8122 ",="8322",20250410,CDD,PT ,31.25
="8122 ",="8322",20250410,CDD,RT ,798.14
="8122 ",="8522",20250410,CDD,RT ,1384.43
="8123 ",="8523",20250410,CDD,RT ,5.6
="8124 ",="8324",20250410,CDD,RT ,49.83
="8124 ",="8524",20250409,CDD,RT ,225
="8124 ",="8524",20250410,CDD,RT ,10229.22
="8124 ",="8524",20250409,CDD,WSR,225
="8124 ",="8566",20250410,CDD,RT ,40.71
="8126 ",="8326",20250410,CDD,RT ,911.04
="8126 ",="8526",20250410,CDD,PT ,13051.4
="8126 ",="8526",20250410,CDD,RT ,85019.35
="8126 ",="8568",20250410,CDD,RT ,276.63
="8128 ",="8528",20250410,CDD,PT ,65
="8129 ",="8129",20250410,CDD,RT ,87.5
="8129 ",="8529",20250409,CDD,RT ,94.87
="8129 ",="8529",20250410,CDD,RT ,32480.41
="8129 ",="8529",20250409,CDD,WSR,94.87
="8130 ",="8530",20250410,CDD,RT ,250
="8131 ",="8331",20250410,CDD,RT ,29.05
="8131 ",="8531",20250410,CDD,PT ,65
="8131 ",="8531",20250410,CDD,RT ,1240
="8132 ",="8532",20250410,CDD,RT ,42513.42
="8133 ",="8133",20250410,CDD,RT ,56.43
="8134 ",="8134",20250410,CDD,RT ,3012.86
="8134 ",="8334",20250410,CDD,RT ,44.05
="8134 ",="8534",20250410,CDD,PT ,270
="8134 ",="8534",20250410,CDD,RT ,792.21
="8135 ",="8135",20250410,CDD,RT ,2527.52
="8135 ",="8535",20250410,CDD,PT ,100
="8135 ",="8535",20250410,CDD,RT ,581.36
="8135 ",="8577",20250410,CDD,RT ,260.59
="8137 ",="8537",20250410,CDD,RT ,105910.28
="8139 ",="8339",20250410,CDD,PT ,150
="8139 ",="8539",20250410,CDD,PT ,25
="8148 ",="8348",20250410,CDD,PT ,31.25
="8148 ",="8348",20250410,CDD,RT ,678.89
="8148 ",="8548",20250410,CDD,PT ,14803.52
="8148 ",="8548",20250410,CDD,RT ,60530.7
="8148 ",="8582",20250410,CDD,RT ,197.96
="8149 ",="8183",20250410,CDD,PT ,20
="8149 ",="8583",20250410,CDD,RT ,55.63
="8150 ",="8184",20250410,CDD,PT ,10
="8152 ",="8552",20250410,CDD,RT ,5.25
="8153 ",="8153",20250410,CDD,PT ,3012.86
="8153 ",="8187",20250410,CDD,RT ,223.19
="8153 ",="8553",20250410,CDD,PT ,272369.36
="8154 ",="8554",20250410,CDD,PT ,50
="8154 ",="8554",20250410,CDD,RT ,3.79
="8155 ",="8355",20250410,CDD,RT ,1562.41
="8155 ",="8555",20250410,CDD,RT ,2170.54
="8157 ",="8557",20250410,CDD,PT ,200
="8157 ",="8557",20250410,CDD,RT ,748.94
="8158 ",="8558",20250410,CDD,PT ,25
="8160 ",="8560",20250410,CDD,RT ,255.38
="8161 ",="8361",20250410,CDD,RT ,500
="8161 ",="8561",20250410,CDD,RT ,19078.25
="8162 ",="8362",20250410,CDD,PT ,31.25
="8162 ",="8562",20250410,CDD,PT ,25
="8162 ",="8562",20250410,CDD,RT ,1550.28
="8163 ",="8563",20250410,CDD,RT ,20.17
="8164 ",="8164",20250410,CDD,RT ,87.5
="8164 ",="8198",20250410,CDD,RT ,1708.34
="8164 ",="8564",20250410,CDD,RT ,45108.6
="8165 ",="8565",20250410,CDD,PT ,50
="8165 ",="8565",20250410,CDD,RT ,1489.59
="837  ",="16187",20250409,CDD,RT ,53.76
="837  ",="16187",20250410,CDD,RT ,366.19
="837  ",="16187",20250409,CDD,WSR,53.76
="837  ",="18187",20250410,CDD,FEE,-21.36
="837  ",="18187",20250410,CDD,PT ,80.7
="837  ",="18187",20250409,CDD,RT ,2222.55
="837  ",="18187",20250409,CDD,WSR,2222.55
="837  ",="726",20250409,CDD,PT ,38000
="837  ",="726",20250410,CDD,PT ,610.51
="837  ",="726",20250409,CDD,RT ,68341
="837  ",="726",20250409,CDD,WSP,38000
="837  ",="726",20250409,CDD,WSR,68341
